3e4	3e4	3e4	3e4
3e4	3e4	3e4	3e4
3e4	3e4	3e4	3e4
29250	3e4	29250	3e4
29250	3e4	29250	3e4
28500	3e4	28500	3e4
27e3	3e4	27e3	3e4
25500	3e4	25500	3e4
25500	3e4	25500	3e4
25500	3e4	25500	3e4
25500	3e4	25500	3e4
25500	3e4	25500	3e4
25500	3e4	25500	3e4
25500	3e4	25500	3e4
25500	3e4	25500	3e4
25500	3e4	25500	3e4
25500	3e4	25500	3e4
16269.23076923077	20769.23076923077	16269.23076923077	20769.23076923077
7038.461538461539	11538.461538461539	7038.461538461539	11538.461538461539
6e3	6e3	6e3	6e3
5850	6e3	5850	6e3
5700	6e3	5700	6e3
5400	6e3	5400	6e3
5100	6e3	5100	6e3
